user,user_url,comment_date,comment,course_time,star,like
mooc79050728685537608,www.icourse163.org/home.htm?userId=1386945460,2019/3/17,刚听了两节，已让喜欢上了这个课程！,8,5,0
圣血天使,www.icourse163.org/home.htm?userId=1147339279,2019/3/17,简单粗暴，对新手还好,8,5,0
Vophie1996,www.icourse163.org/home.htm?userId=1141405702,2019/3/17,通俗易懂，真的很棒,8,5,0
你的选择ykt1468308796801,www.icourse163.org/home.htm?userId=1018539433,2019/3/17,课程讲解详细，很好理解，谢谢。,8,4,0
mooc87201153200684813,www.icourse163.org/home.htm?userId=1385837262,2019/3/17,"课程很好，收获很大
",8,5,0
mooc1463152033063,www.icourse163.org/home.htm?userId=1017103807,2019/3/17,我很喜欢这样几分钟一节课的分频方式,8,5,0
AlphaBata,www.icourse163.org/home.htm?userId=10949911,2019/3/17,强烈推荐本课程。,7,5,0
南桅忆暖,www.icourse163.org/home.htm?userId=1146462890,2019/3/17,"真心觉得可以,本科软件工程学的java,然后再来扩展一门语言,一看老师的讲课,觉得这个课程真心不错,推荐了几个好友一起组队学习",8,5,0
ztekxwang126com,www.icourse163.org/home.htm?userId=1384947163,2019/3/17,课程结构设计非常好，讲解深入浅出，容易理解。,8,5,0
窗外的小家巧,www.icourse163.org/home.htm?userId=1385181680,2019/3/17,内容充实，课后练习题适合自我提升,8,5,0
岂止于看见,www.icourse163.org/home.htm?userId=1024893724,2019/3/17,讲解细致。,8,5,0
sujichao123163com,www.icourse163.org/home.htm?userId=1386628850,2019/3/17,老师讲得很好，课后还可以讨论交流,8,5,0
live无解,www.icourse163.org/home.htm?userId=11129701,2019/3/17,刚开始学~~~还不错~~期待进一步~,8,5,0
南溪m,www.icourse163.org/home.htm?userId=1150007411,2019/3/17,课程很棒！,8,5,0
AIykt1550636969924,www.icourse163.org/home.htm?userId=1385174644,2019/3/17,是否可以把每一节课的视频和测试直接连着，就是说不论是使用手机还是电脑，都要在看完视频之后就要进行测试，我觉得这样更好一点,8,4,0
忄叶,www.icourse163.org/home.htm?userId=1020601908,2019/3/17,希望可以更细致的讲解代码，给初学者信心。,8,5,0
mooc79047721931449199,www.icourse163.org/home.htm?userId=1386945186,2019/3/17,非常喜欢嵩天老师的讲课，很轻松，入门快,8,5,0
罗家营2016057058,www.icourse163.org/home.htm?userId=1014573896,2019/3/17,老师讲的很棒！MOOC平台更棒！,8,5,0
张钰琳1,www.icourse163.org/home.htm?userId=1032557735,2019/3/17,"还是小白  还在努力之中 
",8,5,0
sxq风口浪尖,www.icourse163.org/home.htm?userId=12895412,2019/3/17,老师上课很清楚,7,5,0
ykt1489711993012,www.icourse163.org/home.htm?userId=1025230970,2019/3/17,讲解清晰易懂,8,5,0
hhit_计161_王鸿祥,www.icourse163.org/home.htm?userId=1020778193,2019/3/17,人生苦短，我用python。,7,5,0
mooc1474303311166,www.icourse163.org/home.htm?userId=1020119768,2019/3/17,接触到Python大门,8,5,0
ykt1523437145389,www.icourse163.org/home.htm?userId=1138927009,2019/3/17,好还好还好还好还好,7,5,0
pslife,www.icourse163.org/home.htm?userId=1386923215,2019/3/17,非常棒，能很好的帮助自己提升,8,5,0
yanly2000,www.icourse163.org/home.htm?userId=886965,2019/3/17,很好，讲得很详细。,8,5,0
够浪程序员,www.icourse163.org/home.htm?userId=1018526913,2019/3/17,非常适合初学者,8,5,0
冉坤,www.icourse163.org/home.htm?userId=1138065539,2019/3/17,目前感觉还不错,8,4,0
BIT1120180614谢笑然,www.icourse163.org/home.htm?userId=1146826103,2019/3/17,haohaohaohao,8,5,0
ykt1523373684033,www.icourse163.org/home.htm?userId=1138875821,2019/3/17,棒！强烈推荐,8,5,0
尔虞我诈乱斗,www.icourse163.org/home.htm?userId=1033473590,2019/3/17, 就尽可能九年,8,5,0
融化的空气,www.icourse163.org/home.htm?userId=1142173706,2019/3/17,适合初学者,7,5,0
luckyhvcx,www.icourse163.org/home.htm?userId=1027767679,2019/3/17,great,8,4,0
小夜哈,www.icourse163.org/home.htm?userId=1146048891,2019/3/17,"不错，老师讲解的很好，喜欢这种讲课方式。
",8,5,0
迪mooc1111111111,www.icourse163.org/home.htm?userId=1386894378,2019/3/17,老师很耐心~讲的很仔细！,8,5,0
m18408670966163com,www.icourse163.org/home.htm?userId=1386757720,2019/3/17,课程循序渐进，很适合初学者，而且讲解的很详细，举一反三，节奏把握也很好。,8,5,0
武蒙刘,www.icourse163.org/home.htm?userId=1018997343,2019/3/17,老师讲的挺好，通过案例来构建知识体系，不过对于初学者来学挑战挺大,8,5,0
sunxpu,www.icourse163.org/home.htm?userId=1384731335,2019/3/17,感觉老师讲的很好，提个小建议：这种，从整体到具体的授课方式，确实有很大的好处，培养整体思维，可能一些不懂的，会感觉难、太难了，老师辛苦了,8,5,0
2018060509006孔令禹,www.icourse163.org/home.htm?userId=1148490082,2019/3/17,好好好好好,7,5,0
浮夸的mooc,www.icourse163.org/home.htm?userId=1386632214,2019/3/17,"课程不错，正在学习
",8,4,0
mooc54597728063502503,www.icourse163.org/home.htm?userId=1386407744,2019/3/17,"Python123平台上的pdf课件很方便复习。
课程并不长，但是需要很长时间消化。",8,5,0
ykt1510357952724,www.icourse163.org/home.htm?userId=1033175939,2019/3/17,实例教学，以用促学。,8,5,0
秋天的大雪,www.icourse163.org/home.htm?userId=1386080387,2019/3/17,讲解深入浅出，豁然开朗,8,5,0
mooc54699846902091116,www.icourse163.org/home.htm?userId=1386486455,2019/3/17,老师讲课很清晰呀！,8,5,0
mooc54997465627556148,www.icourse163.org/home.htm?userId=1386738093,2019/3/17, 课程很不错，有待提高,8,4,0
mooc55193305421553121,www.icourse163.org/home.htm?userId=1386898738,2019/3/17,老师讲的很仔细，通俗易懂。,8,5,0
mooc78768944208186271,www.icourse163.org/home.htm?userId=1386743625,2019/3/17,。。。。000,8,4,0
mooc1480900334831,www.icourse163.org/home.htm?userId=1022596624,2019/3/17,跨专业来学习，希望可以跟上进度，大家加油，也感谢提供这门课的老师与工作人员,8,5,0
韦明鹏,www.icourse163.org/home.htm?userId=1385345560,2019/3/17,老师讲得很好，多加的幽默就更好了。,8,2,0
在爱尔兰迷了路,www.icourse163.org/home.htm?userId=1136108204,2019/3/17,"喜欢
希望可以好好地学习这个语言",8,4,0
NEO_易李坤,www.icourse163.org/home.htm?userId=1136757894,2019/3/17,henbang,8,5,0
小琪琪啊,www.icourse163.org/home.htm?userId=1032398981,2019/3/17,通俗易懂。老师讲的很好,8,5,0
韩馥先,www.icourse163.org/home.htm?userId=4649233,2019/3/17,非常非常非常受益！！零基础学的非常明白！！现在学完准备做项目了开心！！感恩,7,5,0
mooc55049572481644167,www.icourse163.org/home.htm?userId=1386797840,2019/3/17,由浅入深，从示例入手，简单易懂,8,5,0
1257351836,www.icourse163.org/home.htm?userId=1031668123,2019/3/17,"还可以，能听懂
",8,5,0
成永杰,www.icourse163.org/home.htm?userId=3463644,2019/3/17,老师讲的很不错，但关于编程的课程都是一些入门的课程，有没有一些深入的课程,7,5,0
wu爱心feing,www.icourse163.org/home.htm?userId=1386694861,2019/3/17,迅速渐进、讲解透彻,8,5,0
李秉泽-李超-41801008,www.icourse163.org/home.htm?userId=1143617505,2019/3/17,很好很不错,8,5,0
像少年啦01飞驰,www.icourse163.org/home.htm?userId=9709579,2019/3/17,老师讲解的很到位,8,5,0
源乐果,www.icourse163.org/home.htm?userId=1032019885,2019/3/17,老师讲的太棒啦,8,5,0
BJTU-TX1801-18211075,www.icourse163.org/home.htm?userId=1144534329,2019/3/17,课程超级超级棒！,7,5,0
mooc78296099666457360,www.icourse163.org/home.htm?userId=1386382566,2019/3/17,老师讲的很耐心！！我从来没有接触过编程，也能听得懂！！,8,5,0
逗比D,www.icourse163.org/home.htm?userId=1386352982,2019/3/17,我觉得讲的挺好的,8,5,0
海一飞,www.icourse163.org/home.htm?userId=1034691598,2019/3/17,非常容易理解,8,5,0
低调一丶,www.icourse163.org/home.htm?userId=1385847511,2019/3/17,教的很好，很详细,8,5,0
小碟子Mia,www.icourse163.org/home.htm?userId=1386893989,2019/3/17,很棒的入门课程，小白一枚，越听越感兴趣,8,5,0
null-1989,www.icourse163.org/home.htm?userId=1147706613,2019/3/17,很基础，适合刚开始接触Python的人。,7,5,0
mooc87795007350581020,www.icourse163.org/home.htm?userId=1386363181,2019/3/17,上了第一节课，但是第一节课作业里的编程题我还写不出来（难过,8,4,0
george.dccy,www.icourse163.org/home.htm?userId=3286266,2019/3/17,好像又重回大学时代，不急不躁，循序渐进。很棒！期待更多这样的课程！,8,5,0
张成添,www.icourse163.org/home.htm?userId=1384564339,2019/3/17,合理的课程设置，无比耐心的讲解，适当的回顾总结，超级棒的教师团队，点赞10086次,8,4,0
拥抱美好的时光,www.icourse163.org/home.htm?userId=1149114697,2019/3/17,很有收获，大力支持,6,5,0
影小歌,www.icourse163.org/home.htm?userId=1023931654,2019/3/17,整数除了正数，负数还有0,8,4,0
mooc87816594521143238,www.icourse163.org/home.htm?userId=1386379274,2019/3/17,很不错的课程,8,5,0
长介mooc1,www.icourse163.org/home.htm?userId=1150396806,2019/3/16,"感觉课程讲解清晰
",8,5,0
ComputerBaby,www.icourse163.org/home.htm?userId=1032207419,2019/3/16,很细致，很容易理解。,8,5,0
YgshMOOC,www.icourse163.org/home.htm?userId=1028574886,2019/3/16,老师教学很认真，正在学习，希望能够提升自己的编程能力，加油！,8,5,0
yanhaixia7993163com,www.icourse163.org/home.htm?userId=7336890,2019/3/16,刚开始学，编程领域，我是地道的小白，只能说有种惶恐的感觉。老师的讲解很好，目前还能跟得上,8,5,0
deadpoolwaterbear,www.icourse163.org/home.htm?userId=1384943760,2019/3/16,简单易懂，适合Python初学者,8,5,0
爱吃炸鸡,www.icourse163.org/home.htm?userId=1023506990,2019/3/16,"有的课程是真的不错，对学习帮助很大
",8,5,0
步步ykt1486219698067,www.icourse163.org/home.htm?userId=1023957438,2019/3/16,"内容吸引人，老师亲切
",8,5,0
假装冷静mooc,www.icourse163.org/home.htm?userId=1386916440,2019/3/16,说的不错，很好,8,5,0
Ho_Kin,www.icourse163.org/home.htm?userId=1148820829,2019/3/16,入门学习Python 挺好的,8,5,0
幸福线mooc,www.icourse163.org/home.htm?userId=1386051991,2019/3/16,以实际案例来讲解基础知识，通俗易懂，太棒了！,8,5,0
冷墨,www.icourse163.org/home.htm?userId=1498053,2019/3/16,课程很及时很实用！,8,5,0
mooc54831241785569595,www.icourse163.org/home.htm?userId=1386585467,2019/3/16,一种新颖的授课模式，学起来很高效哦,8,5,0
Funmooc126,www.icourse163.org/home.htm?userId=1144330191,2019/3/16,老师很有耐心,8,5,0
DNmooc32,www.icourse163.org/home.htm?userId=1383796237,2019/3/16,讲的很好，认真,8,5,0
mooc1489204800445,www.icourse163.org/home.htm?userId=1024982954,2019/3/16,非常好娃娃污染,8,5,0
卉小喵,www.icourse163.org/home.htm?userId=1386376446,2019/3/16,老师讲得很nice，就是作业有点儿超纲,8,5,0
mooc78900331415798100,www.icourse163.org/home.htm?userId=1386864703,2019/3/16,让中国人可以学习精品知识，非常好！值得鼓励！,8,5,0
ningning179163com,www.icourse163.org/home.htm?userId=1386667629,2019/3/16,小白完全没有问题。,8,5,0
mooc87107498190558182,www.icourse163.org/home.htm?userId=1385739996,2019/3/16,导师讲解语速合适，抑扬顿挫，让我能够没有枯燥感地学习，但我还未学习到后面章节，无法具体教学内容做出评论,8,5,0
mooc88172141679575152,www.icourse163.org/home.htm?userId=1386656307,2019/3/16,dasdad ,8,5,0
mooc54919864616148230,www.icourse163.org/home.htm?userId=1386668506,2019/3/16,讲课内容深入浅出，比较推荐这样的讲课方式。毕竟，自己懂了教人才好。从于大师学习,8,5,0
风行者嘟嘟,www.icourse163.org/home.htm?userId=4972266,2019/3/16,挺不错，通俗易懂,8,5,0
mooc82604342558827602,www.icourse163.org/home.htm?userId=1383716573,2019/3/16,课程讲解细致,8,5,0
NJUPTH17000224徐弛安,www.icourse163.org/home.htm?userId=1385752150,2019/3/16,课程很好！,8,5,0
似是而非非非非,www.icourse163.org/home.htm?userId=1384433869,2019/3/16,老师讲解得很好。,7,5,0
wispyl,www.icourse163.org/home.htm?userId=1386486281,2019/3/16,看得出老师们很用心，习题和作业的设计也很有趣。,8,5,0
mooc正阳哈,www.icourse163.org/home.htm?userId=1019811344,2019/3/16,老师讲的很详细,8,5,0
气科9班臧育琦20171301398,www.icourse163.org/home.htm?userId=1029490948,2019/3/16,一开始感觉还不错。,8,5,0
絆_heart,www.icourse163.org/home.htm?userId=1383428596,2019/3/16,"很温柔优雅的介绍了python，仔细而又耐心的讲解的python的知识，
老师就像黑暗中的灯塔，让我从无尽的黑夜里有了方向，真的很感谢老师！",8,5,0
楚江王mooc,www.icourse163.org/home.htm?userId=1034823230,2019/3/16,刚刚开始学习，但是老师讲的很认真,8,5,0
DistantGalaxy,www.icourse163.org/home.htm?userId=1029154986,2019/3/16,老师讲的很好,8,5,0
阳光君ing,www.icourse163.org/home.htm?userId=1150710172,2019/3/16,若后期可以多讲解一些复杂的程序那就更好了。,8,4,0
蓦然回首89,www.icourse163.org/home.htm?userId=1386370228,2019/3/16,作业有些超出课程 需要自学才能昨晚，还有少部分内容感觉还是不够细,8,4,0
小顾爱学习,www.icourse163.org/home.htm?userId=1034330290,2019/3/16,老师讲的很细致,8,5,0
弗莱特饼,www.icourse163.org/home.htm?userId=10606514,2019/3/16,讲得比较细致，作为小白比较能快速的理解,8,4,0
20岁辅助想打职业,www.icourse163.org/home.htm?userId=1025145035,2019/3/16,很不错，老师讲解的很清楚，进度也不快，对于什么都不会的我来说，也是没什么难度的。。。。。,8,5,0
mooc22882599209064294,www.icourse163.org/home.htm?userId=1386184971,2019/3/16,很细致，并且有所启发，较为系统全面，清晰的结构，有序的讲解，但我对全貌，框架逻辑看的不太明确，我对python程序的理解不太透彻。,8,5,0
王敏er,www.icourse163.org/home.htm?userId=1027780804,2019/3/16,"nice
好
很好",8,5,0
杨工雪松,www.icourse163.org/home.htm?userId=3971701,2019/3/16,老师讲得很好,8,5,0
yetan76126com,www.icourse163.org/home.htm?userId=1029268755,2019/3/16,揭开Python面纱，开启学习编程语言征程。,8,5,0
五人肆坑6分投,www.icourse163.org/home.htm?userId=1386779752,2019/3/16,听了几节课发现以前觉得太难的东西，经过老师一讲解并不是那么难以掌握，加油！,8,5,0
mooc53621077324678156,www.icourse163.org/home.htm?userId=1385492149,2019/3/16,不错，语速很缓和，易于学生理解,8,5,0
木头ykt1527333494132,www.icourse163.org/home.htm?userId=1141018588,2019/3/16,课程很不错！,8,4,0
mooc55109129876597834,www.icourse163.org/home.htm?userId=1386842665,2019/3/16,才上了几节课，感觉还不错，老师讲得很详细，希望接下来的学习能够顺利进行,8,5,0
mooc17911284764509829,www.icourse163.org/home.htm?userId=1383741998,2019/3/16,讲课很好  系统 而又深度,7,5,0
伤心游戏,www.icourse163.org/home.htm?userId=1022809352,2019/3/16,希望对有编程基础的学习者提供进阶版本,8,5,0
NJUPTB18012320张辉,www.icourse163.org/home.htm?userId=1146627240,2019/3/16,感觉python很有意思，充满了乐趣啊,8,5,0
mooc13411920284300036,www.icourse163.org/home.htm?userId=1149680606,2019/3/16,良い勉強になりましたね,8,5,0
在下伦皇,www.icourse163.org/home.htm?userId=1148082424,2019/3/16,可以说能用这么短的时间传输这么多的东西，真的很高效了，希望有进阶篇，可以学到更有深度的Python知识。,7,5,0
UPC1709060118刘鑫,www.icourse163.org/home.htm?userId=1031443481,2019/3/16,讲得很好。,8,5,0
啥也不会233,www.icourse163.org/home.htm?userId=1384144967,2019/3/16,"感觉还是有点不够系统，讲得还是很不错的
",8,4,0
mooc50946873765453519,www.icourse163.org/home.htm?userId=1384470548,2019/3/16,"老师讲课的内容非常好，收货很多
",8,5,0
数值081740001刘鹏,www.icourse163.org/home.htm?userId=1030239470,2019/3/16,清晰，明确，希望后面的课程也能这样子呀，老师辛苦啦,8,4,0
SCNU华玲44521722200007,www.icourse163.org/home.htm?userId=1384650768,2019/3/16,非常详细，清晰易懂，知识丰富，内容齐全,8,5,0
Ronin-宇,www.icourse163.org/home.htm?userId=1144019189,2019/3/16,品牌名拍马屁我没法,8,5,0
沉酣叆梦,www.icourse163.org/home.htm?userId=10583838,2019/3/16,特地找了前面的完整版课程，发现这次的课程设计的更人性化，更浅显易懂了,8,5,0
CBTK,www.icourse163.org/home.htm?userId=1142399800,2019/3/16,老师讲的很详细，挺适合我这种文科专业的编程小白,8,5,0
猪屁屁有人叫了,www.icourse163.org/home.htm?userId=1024984617,2019/3/16,课程内容充实，讲解有趣易懂，老师认真负责！！,8,5,0
SEU-研59班-九-181049-刘昕煜,www.icourse163.org/home.htm?userId=1148644056,2019/3/16,好的很呢喜欢,8,5,0
mooc78202043417751552,www.icourse163.org/home.htm?userId=1386305685,2019/3/16,更好理解，觉得自己也可以学会这个语言。,8,5,0
ykt1517965533922,www.icourse163.org/home.htm?userId=1135406139,2019/3/16,可以初步对python有一定了解，适合有其他编程语言基础的人入门,7,4,0
爱吃甜食的科研狗,www.icourse163.org/home.htm?userId=1151361272,2019/3/16,老师真的讲的很细，老师也很负责,7,5,0
jd20130410070123,www.icourse163.org/home.htm?userId=1386453565,2019/3/16,老师讲的非常详细，推荐大家观看。,8,5,0
ALEX-777,www.icourse163.org/home.htm?userId=1386396135,2019/3/16,挺好的，快速入门,8,5,0
寇败王成,www.icourse163.org/home.htm?userId=1034636785,2019/3/16,内容设置很不错，开局比预想的要好很多。提个小建议：如果老师姿态和语言能随便一些就好了，有点robot的感觉。,8,5,0
阿力ykt1445057790975,www.icourse163.org/home.htm?userId=10976359,2019/3/16,好得很！！！,8,5,0
大海free,www.icourse163.org/home.htm?userId=1028789714,2019/3/16,"老师讲的挺好
",8,5,0
找到来时的路,www.icourse163.org/home.htm?userId=1035230907,2019/3/16,列举的实例都很实用，还很有趣。,7,5,0
mooc88194767661538562,www.icourse163.org/home.htm?userId=1386656515,2019/3/16,老师讲解条理清晰，由浅入深，简单易懂。,8,5,0
很正常的名字,www.icourse163.org/home.htm?userId=1149653114,2019/3/16,有东西所以好,8,5,0
mooc65416858315203931,www.icourse163.org/home.htm?userId=1147528227,2019/3/16,"very good
",8,5,0
刘谭杰,www.icourse163.org/home.htm?userId=7409124,2019/3/16,准备国二ing,8,5,0
mooc1473916016840,www.icourse163.org/home.htm?userId=1019983064,2019/3/15,棒棒棒棒棒,8,5,0
唐宁迁,www.icourse163.org/home.htm?userId=1151547004,2019/3/15,老师讲的很详细，非常透彻,8,5,0
马踏连营,www.icourse163.org/home.htm?userId=1015462662,2019/3/15,讲的挺好的,8,5,0
mooc1513832119136,www.icourse163.org/home.htm?userId=1034926285,2019/3/15,挺好的，还在学习中,8,5,0
mooc23520046156790020,www.icourse163.org/home.htm?userId=1386725976,2019/3/15,老师讲解得很好！,8,5,0
wilife,www.icourse163.org/home.htm?userId=1139245131,2019/3/15,课程很棒欸，就是编程小白入门很艰辛呀。,8,5,0
先森，莫回头...,www.icourse163.org/home.htm?userId=1136447708,2019/3/15,老师讲的很好  很认真负责,8,5,0
魂之挽歌313,www.icourse163.org/home.htm?userId=1383582568,2019/3/15,深入浅出的教学,8,5,0
文章天下,www.icourse163.org/home.htm?userId=1386777222,2019/3/15,很棒，真的很棒,8,5,0
MarginAlan,www.icourse163.org/home.htm?userId=1385070201,2019/3/15,"碎片化的课程，知识点容易记住
",8,5,0
mooc1522388839159,www.icourse163.org/home.htm?userId=1138325464,2019/3/15,"老师的视频讲解很清楚，让人可以跟得上。
",7,5,0
LYFY_,www.icourse163.org/home.htm?userId=1018405355,2019/3/15,很有用！ 学到了很多,4,5,0
一眞,www.icourse163.org/home.htm?userId=12019475,2019/3/15,hai bu cuo,8,3,0
ZLbyHAHAHA,www.icourse163.org/home.htm?userId=1386152053,2019/3/15,老师解释的很详细，,8,5,0
黄煜颉,www.icourse163.org/home.htm?userId=1032823453,2019/3/15,非常细致，课看起来很舒服，深入浅出,7,5,0
梦执权威,www.icourse163.org/home.htm?userId=1032905879,2019/3/15,真的挺好的课程，学到的东西很多,8,5,0
sanrengongwei,www.icourse163.org/home.htm?userId=1024972868,2019/3/15,老师讲解到位,6,5,0
mooc23062016680412750,www.icourse163.org/home.htm?userId=1386354648,2019/3/15,简单易懂.,8,5,0
Hehai_Fang,www.icourse163.org/home.htm?userId=1386054833,2019/3/15,课程很用心，引导方式很好。非常感谢,8,5,0
flora_xu,www.icourse163.org/home.htm?userId=1385800274,2019/3/15,我觉得很好，特别是小测验，我觉得学到很多，很后悔没早点来学习,8,5,0
张乐其18042235,www.icourse163.org/home.htm?userId=1386042680,2019/3/15,"棒！强烈推荐
",8,5,0
zhanghuarong121,www.icourse163.org/home.htm?userId=1249522,2019/3/15,"very good
",8,5,0
空慕Killer,www.icourse163.org/home.htm?userId=1033051987,2019/3/15,内容组织丰富，传输知识适度，利于吸收和消化，老师普通话标准，不可多得的好课！,8,5,0
Yun丶宏,www.icourse163.org/home.htm?userId=1147678710,2019/3/15,"很好,讲的也很清楚,就算是小白也可以听得懂.",8,5,0
jlxy09mooc55107318695559430,www.icourse163.org/home.htm?userId=1386844126,2019/3/15,直接从案例入手，非常直观，由感性到理性的认识是符合人的认知习惯的，比一上来就是大段理论讲解要符合学习习惯，好！,8,5,0
Steeler钢结构,www.icourse163.org/home.htm?userId=1140187731,2019/3/15,老师很用心，视频背景都经过了处理，视频案例保持了实用性和趣味性的统一。超赞！,7,5,0
imadogie,www.icourse163.org/home.htm?userId=5916138,2019/3/15,讲课思路清晰，容易理解,8,5,0
imadogie,www.icourse163.org/home.htm?userId=5916138,2019/3/15,讲课思路清晰，容易理解,8,5,0
adminkeys,www.icourse163.org/home.htm?userId=11047959,2019/3/15,嵩天老师讲的太好了,8,5,0
圆圆mooc88,www.icourse163.org/home.htm?userId=1027527757,2019/3/15,已经第二次听课了。之前没有好好努力听完全。所以想再学一次。感谢老师的努力。就是想提个意见。老师一节课程可否不要分的那么细，几分钟就跳一次。有时候想看看前几分钟的视频，切换的时候不知道是不是网站的问题，点了上个，然后又默认最后几秒倒计时又回到下一个了，总是默认那个视频段的上一次看的最后几秒那个进度位置。建议老师弄成二十分钟左右一段。,8,5,0
mooc55082616304515356,www.icourse163.org/home.htm?userId=1386798589,2019/3/15,真的不错。为嵩老师点赞。,8,5,0
ykt1510555424381,www.icourse163.org/home.htm?userId=1033295917,2019/3/15,内容很详实，赞,8,4,0
mooc78037005557631115,www.icourse163.org/home.htm?userId=1386149774,2019/3/15,课程内容很实用，课程组织很有序。,8,5,0
mmxl,www.icourse163.org/home.htm?userId=1020645700,2019/3/15,"我觉得这个课程真的很用心很专业。
不愧是“国家精品课”呀！ 而且比其他的国家精品课要好很多，非常喜欢。",8,5,0
琳琅mooc80,www.icourse163.org/home.htm?userId=1385504253,2019/3/15,课程设计很好。,8,5,0
HIT柳橙,www.icourse163.org/home.htm?userId=1136632682,2019/3/15,很好，非常有帮助,7,4,0
qiang784039588,www.icourse163.org/home.htm?userId=1785565,2019/3/15,老师讲得很好，很棒。,8,5,0
一曲235,www.icourse163.org/home.htm?userId=1146615719,2019/3/15,收获巨大，很好的,8,5,0
卖刀强,www.icourse163.org/home.htm?userId=1015040943,2019/3/15,很棒的课程，深入浅出，值得投入学习！,8,5,0
文德军,www.icourse163.org/home.htm?userId=2688345,2019/3/15,让我对电脑编程，感兴趣了！,8,5,0
爱学习的颖张,www.icourse163.org/home.htm?userId=1386549337,2019/3/15,条理清晰，易于理解，不错,8,5,0
yunxiqq,www.icourse163.org/home.htm?userId=3362623,2019/3/15,老师和助教辛苦了，能看出来特别用心的制作，问题也得到了回答，献上爱心。,8,4,0
莫弹弹,www.icourse163.org/home.htm?userId=1386830431,2019/3/15,"内容非常简单, 适合没有接触过编程的同学去学习, 如果是已经学过其他语言的小伙伴, 将会觉得非常基础",8,5,0
echo加油,www.icourse163.org/home.htm?userId=1034487646,2019/3/15,来讲得非常好，带入感很强，就像上学那会一样,7,5,0
L四月,www.icourse163.org/home.htm?userId=1024258322,2019/3/15,老师很有耐心 课程简单易懂好上手,6,5,0
hg201710816204遥感,www.icourse163.org/home.htm?userId=1030697010,2019/3/15,听课很舒服，不死板,8,5,0
于妍,www.icourse163.org/home.htm?userId=2574076,2019/3/15,课程内容通俗易懂，课程组织短小精悍！强烈推荐！,8,5,0
一匹孤独的狼mooc2,www.icourse163.org/home.htm?userId=1135213759,2019/3/15,好哈哈哈哈哈,8,5,0
gzhgmail2,www.icourse163.org/home.htm?userId=8265819,2019/3/15,内容清晰，实践与理论相结合。,8,5,0
programmer_lf,www.icourse163.org/home.htm?userId=1015410261,2019/3/15,收货很多，课程的录制很现代化，很棒的课程。,8,5,0
HTUlc1808424006,www.icourse163.org/home.htm?userId=1386645272,2019/3/15,老师讲的挺清晰的,8,4,0
mooc53797045918984468,www.icourse163.org/home.htm?userId=1385706534,2019/3/15,nice，非常棒的课程,8,5,0
mooc78809916259277421,www.icourse163.org/home.htm?userId=1386790320,2019/3/15,如果具备Excel函数运用基础知识，对理解编程大有裨益，他们之间存在互通关系。,8,5,0
catli8953,www.icourse163.org/home.htm?userId=1138721726,2019/3/15,课程不错，讲解的很透彻。有个缺点，有些课程倍速播放的时候声音异常，好像还有一节课没有声音,8,4,0
Cqwu201658234102张正超,www.icourse163.org/home.htm?userId=1020870973,2019/3/15,老师讲的很清楚,8,5,0
中南财经政法大学胡文豪,www.icourse163.org/home.htm?userId=1146019917,2019/3/15,非常受启发。难度适中，授课节奏把握得好，希望在实践练习方面可以进行的更完善细致一点。,8,5,0
mooc1520165441016,www.icourse163.org/home.htm?userId=1136286610,2019/3/15,非常好的一门课程,8,5,0
赵一小同学,www.icourse163.org/home.htm?userId=5544494,2019/3/15,很有意思 我这个编程小白都可以看懂 老师也很帅啊,8,5,0
hwjpython,www.icourse163.org/home.htm?userId=1150555998,2019/3/15,老师讲的很好,8,5,0
老丶兵,www.icourse163.org/home.htm?userId=1018623496,2019/3/15,讲课易懂，结合实例能激发自己的学习兴趣,8,5,0
buct-计科1801-2018040358-黄福龙,www.icourse163.org/home.htm?userId=1147615830,2019/3/15,可以，就是感觉进度慢了点，有的内容讲的太多。,8,5,0
袁文铮,www.icourse163.org/home.htm?userId=1035715924,2019/3/15,主讲老师的语言清晰富有逻辑，将理性的编程知识娓娓道来，如沐春风，在增添了学习自行之余，更提升了学期的动力与热情。这是一门非常值得推荐的课程，尤其在普通高中信息技术课程国家标准颁布的现在，python是每一位高中信息科技教师必备的技能，这门优质的MOOC课课程适合向广大的一线高中信息科技教师推荐。,8,5,0
170804杨南舜,www.icourse163.org/home.htm?userId=1030101456,2019/3/15,老师讲的很通俗易懂,7,5,0
宫京都,www.icourse163.org/home.htm?userId=1034932935,2019/3/15,让我对Python有了一个初步的了解 非常棒,8,5,0
seasonlee96,www.icourse163.org/home.htm?userId=1385065756,2019/3/15,强烈推荐！,8,5,0
mooc1503733264272,www.icourse163.org/home.htm?userId=1029229157,2019/3/15,老师讲课讲得很不错，适合小白,8,5,0
ykt1480087401033,www.icourse163.org/home.htm?userId=1022351181,2019/3/15,棒！就是老师讲的太慢了,7,5,0
Sasa挖泥沙,www.icourse163.org/home.htm?userId=1137227601,2019/3/15,"很棒的课程，适合小白学习
",8,5,0
炝炒育碧,www.icourse163.org/home.htm?userId=1136973161,2019/3/15,包括很完善的十行代码，老师的讲解十分细致，给我打开了学习代码的大门。,8,5,0
mooc53533089642174148,www.icourse163.org/home.htm?userId=1385384846,2019/3/15,老师讲解非常清晰,8,5,0
mooc1503124153943,www.icourse163.org/home.htm?userId=1029071827,2019/3/15,老师讲的非常好，我一个小白已经感受到了爬虫的乐趣,8,5,0
